score,reason,province,name_a,city_a,sources_a,name_b,city_b,sources_b,evidence_b,decision,reviewer,notes
1.0,same-name-different-city,Nova Scotia,Axe Basketball Club,Kentville (serves Hantsport to New Minas corridor),census-2026-07,Axe Basketball Club,Wolfville,census-2026-07,https://www.axebasketball.ca/,distinct,auto-rule,both are census municipalities (Kentville (serves Hantsport to New Minas corridor) / Wolfville); kept separate - override if they are one club
1.0,same-name-different-city,Newfoundland & Labrador,CE23 Academy (CE23 Basketball),Paradise,census-2026-07,CE23 Academy,Newfoundland,census-2026-07,ontario census + enrichment 2026-07-18,,,
1.0,same-name-different-city,Ontario,Rise Basketball (Rise Fitness and Sports Training),Vernon,census-2026-07,Rise Basketball,Toronto/GTA,census-2026-07,ontario census + enrichment 2026-07-18,,,
1.0,same-name-different-city,Ontario,Next Level Basketball (NextLevel Sports Academy / Cowichan Valley Basketball),Duncan,census-2026-07,Next Level Basketball (Barrie),Barrie,community-sweep,https://infobarrie.cioc.ca/record/BAR1687?UseCICVw=221,distinct,auto-rule,both are census municipalities (Duncan / Barrie); kept separate - override if they are one club
1.0,same-name-different-city,Ontario,Simcoe United,Simcoe,"census-2026-07,league-harvest",Simcoe United,Barrie/Markham/Caledon/Orillia (roster drew from these areas),league-harvest,https://simcoeunitedbasketball.com/juel/,,,
1.0,same-name-different-city,Ontario,Canada Topflight Academy (CTA),Toronto,census-2026-07,"Canada Topflight Academy (Gold, Red)",Ottawa,ontario-circuit-list,,distinct,auto-rule,both are census municipalities (Toronto / Ottawa); kept separate - override if they are one club
1.0,same-name-different-city,Ontario,F.O.R.M. Basketball Academy,Scarborough,census-2026-07,F.O.R.M. Basketball Academy,Vancouver,ontario-circuit-list,,,,
1.0,same-name-different-city,Ontario,Strive Hoops,Slave Lake,"census-2026-07,league-harvest",Strive Hoops,London,ontario-circuit-list,,distinct,auto-rule,both are census municipalities (Slave Lake / London); kept separate - override if they are one club
1.0,same-name-different-city,Ontario,Toronto Top Tier,Toronto,"census-2026-07,oba-kml",Toronto Top Tier,Etobicoke,ontario-circuit-list,,,,
1.0,same-name-different-city,Ontario,Toronto Top Tier,Etobicoke,ontario-circuit-list,Toronto Top Tier,Toronto,ontario-csv,,,,
1.0,same-name-different-city,Ontario,Simcoe United,Barrie/Markham/Caledon/Orillia (roster drew from these areas),league-harvest,Simcoe United,Simcoe,ontario-csv,,,,
1.0,same-name-different-city,Newfoundland & Labrador,CE23 Academy (CE23 Basketball),Paradise,"census-2026-07,ontario-circuit-list",CE23 Academy,Newfoundland,ontario-csv,,,,
1.0,same-name-different-city,Ontario,Alpha Elite Sports Group,Mississauga,ontario-circuit-list,Alpha Elite Sports Group,Toronto ON,contact-enrichment,,,,
1.0,same-name-different-city,Ontario,Brampton City Prep,Brampton,"census-2026-07,ontario-circuit-list,ontario-csv",Brampton City Prep (BCP),Etobicoke ON,contact-enrichment,,,,
1.0,same-name-different-city,Ontario,Canada Topflight Academy (CTA),Toronto,"census-2026-07,ontario-csv",Canada Topflight Academy (Tony House's club),Ottawa ON,contact-enrichment,,,,
1.0,same-name-different-city,Ontario,First Step Elite,K-W/519,"census-2026-07,ontario-circuit-list,ontario-csv",First Step Elite (FSE),Kitchener-Waterloo ON,contact-enrichment,,,,
1.0,same-name-different-city,Ontario,GBU (Gwillimbury Basketball United),E/W Gwillimbury–Newmarket,ontario-circuit-list,GBU (Gwillimbury United),E/W Gwillimbury-Newmarket ON,contact-enrichment,,,,
1.0,same-name-different-city,Ontario,Underdog Elite,GTA (likely),"census-2026-07,ontario-circuit-list,ontario-csv",Underdog Elite (Underdog Athletics),Toronto/Mississauga/Milton ON,contact-enrichment,,,,
1.0,same-name-different-city,Ontario,South Simcoe Basketball Club,"Bradford (regional club; explicitly covers Alliston, Cookstown, Beeton, Tottenham — all in New Tecumseth/west of Hwy 400)","gap-fill,oba-kml",South Simcoe Basketball Club,"Innisfil (2270 Richardson St, Innisfil, ON L9S 1G6)",gap-fill,https://www.sportsengine.com/org/south-simcoe-basketball-club,,,
1.0,same-name-different-city,Ontario,Norfolk Youth Basketball Association,Simcoe,"gap-fill,oba-kml",Norfolk Youth Basketball Association,Waterford / Norfolk County,211-cioc,https://211ontario.ca/service/79836338/norfolk-youth-basketball-association-youth-basketbal-programs/,,,
1.0,same-name-different-city,Ontario,Next Level Basketball (NextLevel Sports Academy / Cowichan Valley Basketball),Duncan,census-2026-07,Next Level Basketball,Barrie / Simcoe County,211-cioc,https://cc.search211.ca/record/93593240/next-level-basketball-next-level-basketball/,,,
1.0,same-name-different-city,Ontario,D3P Sports (D3P Basketball),Brampton,211-cioc,D3P Sports (D3P Basketball / D3P All Abilities / D3P Fitness),Caledon,municipal-directory,https://peel.cioc.ca/record/CDR1812,distinct,auto-rule,both are census municipalities (Brampton / Caledon); kept separate - override if they are one club
1.0,same-name-different-city,Ontario,Next Level Basketball (NextLevel Sports Academy / Cowichan Valley Basketball),Duncan,census-2026-07,Next Level Basketball,Barrie,municipal-directory,https://cc.search211.ca/record/93593240/next-level-basketball-next-level-basketball/,distinct,auto-rule,both are census municipalities (Duncan / Barrie); kept separate - override if they are one club
1.0,same-name-different-city,Ontario,Big Country Basketball,Southern Manitoba (Winkler/Morden area),census-2026-07,Big Country Basketball,Breslau,browser-sweep,https://jr-nba.webflow.io/programs/big-country-basketball-fall,,,
1.0,same-name-different-city,Ontario,Next Level Basketball (NextLevel Sports Academy / Cowichan Valley Basketball),Duncan,census-2026-07,Next Level Basketball,Barrie,browser-sweep,https://jr-nba.webflow.io/programs/next-level-basketball-fall,distinct,auto-rule,both are census municipalities (Duncan / Barrie); kept separate - override if they are one club
1.0,same-name-different-city,Ontario,Norfolk Youth Basketball Association,Simcoe,"gap-fill,municipal-directory,oba-kml",Norfolk Youth Basketball Association,Waterford,browser-sweep,https://jr-nba.webflow.io/programs/norfolk-youth-basketball-association-fall,,,
1.0,same-name-different-city,Ontario,Naismith Basketball Association,Eastern Ontario (Ottawa area),"community-sweep,oba-kml",Naismith Basketball Association,possibly Almonte/Lanark area,browser-sweep,https://tournaments-api.teamsnap.com/public/events/45924/participants,,,
1.0,same-name-different-city,Quebec,Phénix (basketball),Lac-Saint-Joseph,census-2026-07,Phenix,"Gatineau/Outaouais, QC (cross-border, inferred)",browser-sweep,https://tournaments-api.teamsnap.com/public/events/45924/participants,,,
1.0,same-name-different-city,Ontario,F.O.R.M. Basketball Academy,Scarborough,"census-2026-07,ontario-csv",F.O.R.M. Basketball Academy,"British Columbia (Windsor, ON connection via founder's coaching role)",browser-sweep,https://canadahoopscircuit.ca/nationals,,,
0.932,near-duplicate-name,Ontario,Kitchener-Waterloo Girls Basketball Association,Kitchener-Waterloo,"municipal-directory,oba-kml",Kitchener Waterloo Basketball Association,Waterloo,browser-sweep,https://jr-nba.webflow.io/programs/kitchener-waterloo-girls-basketball-association-fall,,,
0.929,near-duplicate-name,Ontario,ABC Basketball (formerly Gino's Basketball),Aurora/Richmond Hill/Newmarket,community-sweep,ACE Basketball,,browser-sweep,https://canadahoopscircuit.ca/nationals,,,
0.927,same-name-different-city,Ontario,Tri-County Soldiers,K-W/Cambridge/Guelph,ontario-circuit-list,Tri-County Soldiers BC,Waterloo/Kitchener ON,contact-enrichment,,,,
0.921,name-prefix-variant,Ontario,Belleville Spirits,Belleville,"community-sweep,municipal-directory,oba-kml",Belleville Spirits Boys Basketball,Belleville,municipal-directory,https://quinte.totalsportsmedia.ca/directory/belleville-spirits-boys-basketball/,,,
0.92,name-prefix-variant,Ontario,James Cardinal McGuigan,Toronto (North York),ontario-circuit-list,James Cardinal McGuigan CHS (Wolfpact),North York ON,contact-enrichment,,,,
0.917,near-duplicate-name,Ontario,London CYO Basketball,London,"census-2026-07,community-sweep,oba-kml",London Basketball Club,London,community-sweep,https://www.londonbasketballclub.ca/,,,
0.909,same-name-different-city,Saskatchewan,Rosetown Jr. NBA community program (SKY Basketball),Rosetown,census-2026-07,Rosthern Jr. NBA community program (SKY Basketball),Rosthern,census-2026-07,https://leagues.teamlinkt.com/skybasketball/Communities,,,
0.905,same-name-different-city,British Columbia,Prince George Minor Basketball Association (PGMBA),Prince George,census-2026-07,Prince Rupert Minor Basketball Association (PRMBA),Prince Rupert,census-2026-07,https://www.princerupert.ca/index-pages/directory-listings/prince-rupert-minor-basketball,distinct,auto-rule,both are census municipalities (Prince George / Prince Rupert); kept separate - override if they are one club
0.905,same-name-different-city,Saskatchewan,HoopLife Basketball Inc.,Regina,census-2026-07,HoopLife Basketball — Saskatoon,Saskatoon,census-2026-07,https://www.hooplifebasketball.com/saskatoon/sessions/basketball-training,distinct,auto-rule,both are census municipalities (Regina / Saskatoon); kept separate - override if they are one club
0.901,near-duplicate-name,Ontario,North Toronto Basketball Association (NTBA),Toronto,census-2026-07,North Region Basketball Association (NRBA),Toronto (GTA-wide),census-2026-07,ontario census + enrichment 2026-07-18,,,
0.9,same-name-different-city,Alberta,Genesis Basketball (Calgary program),Calgary,census-2026-07,Genesis Basketball YEG (Genesis Sports Group Inc.),Edmonton,census-2026-07,https://genesisbasketballyeg.ca/,distinct,auto-rule,both are census municipalities (Calgary / Edmonton); kept separate - override if they are one club
0.9,same-name-different-city,British Columbia,ELEVATE Basketball,Langley,census-2026-07,ELEVATE Basketball Inc.,Surrey (South Surrey / White Rock),census-2026-07,https://elevateyourgame.ca/program-calendar/surrey-b-c/south-surrey-club-teams/,distinct,auto-rule,both are census municipalities (Langley / Surrey (South Surrey / White Rock)); kept separate - override if they are one club
0.897,near-duplicate-name,Alberta,Calgary Basketball Academy (CBA),Calgary,census-2026-07,Calgary South Basketball Academy (CSBA),Calgary,census-2026-07,https://csbasketball.academy,,,
0.897,near-duplicate-name,Ontario,Rise Basketball (Rise Fitness and Sports Training),Vernon,census-2026-07,RWI Basketball,,census-2026-07,ontario census + enrichment 2026-07-18,,,
0.897,near-duplicate-name,Ontario,Niagara Girls Basketball Academy (NGBA),Niagara Region,"community-sweep,oba-kml",Niagara Basketball Academy,Niagara,browser-sweep,https://jr-nba.webflow.io/programs/niagara-basketball-academy-fall,,,
0.896,same-name-different-city,Alberta,South Stoney Basketball Association (Bobcats),Calgary,census-2026-07,Southwest Basketball Association (SWBA),Edmonton,census-2026-07,https://southwestbasketball.com/content/community-based-teams,distinct,auto-rule,both are census municipalities (Calgary / Edmonton); kept separate - override if they are one club
0.895,near-duplicate-name,Alberta,Calgary Grizzlies Wheelchair Basketball Society,Calgary,census-2026-07,Calgary Northwest Basketball Association (CNWB),Calgary,census-2026-07,https://cnwb.ca,,,
0.895,same-name-different-city,Ontario,Blessed Sacrament,Toronto,ontario-circuit-list,Blessed Sacrament CYO (Yellow Jackets),Hamilton,ontario-circuit-list,,distinct,auto-rule,both are census municipalities (Toronto / Hamilton); kept separate - override if they are one club
0.895,name-prefix-variant,Ontario,Father Henry Carr,Toronto (Rexdale),ontario-circuit-list,Father Henry Carr CSS (TCDSB),Toronto (Rexdale) ON,contact-enrichment,,,,
0.894,near-duplicate-name,Ontario,Kitchener-Waterloo Girls Basketball Association,,oba-kml,Kitchener-Waterloo Youth Basketball Association (Vipers),,oba-kml,https://www.google.com/maps/d/kml?mid=1jf36n-Sx3O1KSIlSjRcGu-JABLNcyUgo&forcekml=1,,,
0.894,near-duplicate-name,Ontario,Penetanguishene-Midland Basketball Association,,oba-kml,Peneteng Midland Basketball Association,Midlan,browser-sweep,https://jr-nba.webflow.io/programs/peneteng-midland-basketball-association-fall,,,
0.889,same-name-different-city,British Columbia,Rookies Sports Club,Surrey,census-2026-07,Roots Sports Club,Vernon / Lake Country,census-2026-07,https://www.rootssportsclub.ca/,,,
0.889,near-duplicate-name,Quebec,RSEQO (Réseau du sport étudiant - Outaouais),Gatineau,census-2026-07,RSEQ,,census-2026-07,Basketball Québec regional registry PDFs (mined 2026-07-18),,,
0.886,near-duplicate-name,Alberta,North East Basketball Association (NEBA),Edmonton,census-2026-07,Northwest Zone Basketball Association (NWBA/NWZBA),Edmonton,census-2026-07,http://northwestbasketball.ca/,,,
0.886,same-name-different-city,British Columbia,North Delta Basketball Association (NDBA),Delta (North Delta),census-2026-07,North Langley Basketball Association (NLBA),Langley,census-2026-07,https://northlangleybasketball.ca/about-us/,distinct,auto-rule,both are census municipalities (Delta (North Delta) / Langley); kept separate - override if they are one club
0.886,same-name-different-city,British Columbia,South Delta Basketball Association (SDBA),Delta (Tsawwassen/Ladner),census-2026-07,South Langley Basketball Association,Langley,census-2026-07,https://southlangleybasketball.com/,distinct,auto-rule,both are census municipalities (Delta (Tsawwassen/Ladner) / Langley); kept separate - override if they are one club
0.88,near-duplicate-name,Alberta,Calgary Elite Basketball,Calgary,census-2026-07,Calgary Selects Basketball,Calgary,census-2026-07,https://calgaryselects.ca/,,,
0.88,same-name-different-city,Quebec,Association de Basketball de Lachine,Montréal (Lachine),census-2026-07,Association de Basketball de Lanaudière (LANO),Repentigny,census-2026-07,https://www.lano.qc.ca/,distinct,auto-rule,both are census municipalities (Montréal (Lachine) / Repentigny); kept separate - override if they are one club
0.875,same-name-different-city,British Columbia,West Coast Swish Basketball,Abbotsford,census-2026-07,West Coast Basketball,Surrey,census-2026-07,https://basketball604.com/basketball-clubs/,distinct,auto-rule,both are census municipalities (Abbotsford / Surrey); kept separate - override if they are one club
0.875,near-duplicate-name,Quebec,Club de basketball Magog,Magog,census-2026-07,Club de Basketball M.A.D.,,census-2026-07,https://www.publicationsports.com/ressources/files/737/Quebec-Chaudiere_appalaches.pdf,,,
0.875,near-duplicate-name,Ontario,DEl1te Basketball,,census-2026-07,DEEP Basketball,,league-harvest,https://www.cybl.ca/,,,
0.875,near-duplicate-name,Ontario,MC Elite,,census-2026-07,MT Elite,,league-harvest,https://www.cybl.ca/ (High School division),,,
0.875,near-duplicate-name,Ontario,HQ Elite,,census-2026-07,HG Elite,,league-harvest,https://basketball.exposureevents.com/264611/phoenix-basketball-spring-league-2026/teams,,,
0.873,same-name-different-city,New Brunswick,Hampton Minor Basketball Association (HMBA),Hampton,census-2026-07,Harvey Minor Basketball Association,Harvey Station,census-2026-07,https://www.basketball.nb.ca/content/find-a-club-association,,,
0.872,name-prefix-variant,Ontario,Southwest Academy,London,"census-2026-07,ontario-circuit-list,ontario-csv",Southwest Academy Prep,London ON,contact-enrichment,,,,
0.871,near-duplicate-name,Alberta,East Pro Basketball Association,Calgary,census-2026-07,Eastview Basketball Association,Calgary,census-2026-07,http://eastviewbb.ca/,,,
0.871,near-duplicate-name,Manitoba,Winnipeg Cobras Basketball Club,Winnipeg,census-2026-07,Winnipeg Wolves Basketball Club,Winnipeg,census-2026-07,http://www.winnipegwolves.com/,,,
0.87,same-name-different-city,Alberta,CLS Minor Basketball Association (Chestermere-Langdon-Strathmore),Chestermere,census-2026-07,Cochrane Minor Basketball Association (CoMBA),Cochrane,census-2026-07,https://www.cochraneminorbasketball.com,,,
0.87,near-duplicate-name,Ontario,Halton Basketball Club,,oba-kml,Halton Basketball League,Oakville,community-sweep,https://haltonbasketballleague.net/about-us/,,,
0.868,same-name-different-city,Ontario,Caledon Basketball Academy,Caledon,census-2026-07,Canadian Basketball Academy (CBA),Toronto,census-2026-07,ontario census + enrichment 2026-07-18,distinct,auto-rule,both are census municipalities (Caledon / Toronto); kept separate - override if they are one club
0.867,near-duplicate-name,Ontario,MBA Basketball,,census-2026-07,Maple Basketball,,league-harvest,https://www.cybl.ca/,,,
0.865,name-prefix-variant,Ontario,The Conglomerate,,census-2026-07,The Conglomerate Unit,,league-harvest,https://basketball.exposureevents.com/264611/phoenix-basketball-spring-league-2026/teams,,,
0.862,near-duplicate-name,Manitoba,Winnipeg Blizzards Basketball Club,Winnipeg,census-2026-07,Winnipeg Cobras Basketball Club,Winnipeg,census-2026-07,https://www.basketballmanitoba.ca/2025/08/winnipeg-cobras-basketball-club-hosting.html,,,
0.862,near-duplicate-name,Nova Scotia,Dartmouth Celtics Basketball Club,Dartmouth,census-2026-07,Dartmouth Lakers Basketball Club,Dartmouth,census-2026-07,https://basketballnovascotia.ca/content/member-clubs,,,
0.862,same-name-different-city,Saskatchewan,Langham Jr. NBA community program (SKY Basketball),Langham,census-2026-07,Luseland Jr. NBA community program (SKY Basketball),Luseland,census-2026-07,https://leagues.teamlinkt.com/skybasketball/Communities,,,
0.857,same-name-different-city,Alberta,Excel Basketball Academy (EBA),Calgary,census-2026-07,Eagles Basketball Academy,Cochrane,census-2026-07,https://eaglesbasketballacademy.com/,,,
0.857,near-duplicate-name,Alberta,Raymond Basketball,Raymond,census-2026-07,Raymond youth basketball,Raymond,census-2026-07,https://abbasketball.ca/content/who-are-members,,,
0.857,same-name-different-city,British Columbia,South Cariboo Basketball Association,100 Mile House,census-2026-07,South Delta Basketball Association (SDBA),Delta (Tsawwassen/Ladner),census-2026-07,https://www.southdeltabasketball.org/about-us,,,
0.857,same-name-different-city,British Columbia,AIM Basketball,Burnaby,census-2026-07,AFG (All For Girls) Basketball,Richmond,census-2026-07,https://basketball604.com/basketball-clubs/,distinct,auto-rule,both are census municipalities (Burnaby / Richmond); kept separate - override if they are one club
0.857,same-name-different-city,Quebec,MBS Basketball (MBS Basketball Training Club),Québec City,census-2026-07,MTG Basketball,Sainte-Marthe-sur-le-Lac,census-2026-07,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/laurentides.html,,,
0.857,same-name-different-city,Quebec,Association de Basketball Pagé (PAGÉ Basketball),Montréal (Villeray–Saint-Michel),census-2026-07,Association de basketball Némésis (Nemesis Basketball),Terrebonne / Mascouche,census-2026-07,https://nemesisbasketball.com/,,,
0.857,near-duplicate-name,Ontario,ABC Basketball (formerly Gino's Basketball),Aurora/Richmond Hill/Newmarket,community-sweep,AET Basketball,,league-harvest,https://basketball.exposureevents.com/264611/phoenix-basketball-spring-league-2026/teams,,,
0.857,near-duplicate-name,Ontario,BGC London,London,community-sweep,B1CE London,,ontario-circuit-list,,,,
0.857,near-duplicate-name,Ontario,Hooptrotters OGs,,ontario-circuit-list,Hooptrotters (OGs/5Gs),GTA (North York) ON,contact-enrichment,,,,
0.857,name-prefix-variant,Ontario,Ottawa Capitals,Ottawa,"league-harvest,ontario-circuit-list",Ottawa Capitals JUEL,Ottawa ON,contact-enrichment,,,,
0.854,near-duplicate-name,Saskatchewan,Silverspring Community Association — Basketball,Saskatoon,census-2026-07,Stonebridge Community Association — Basketball,Saskatoon,census-2026-07,https://www.ourstonebridge.ca/smba-registration-mini-bantam/,,,
0.852,same-name-different-city,Quebec,Club de basketball de St-Boniface,Saint-Boniface,census-2026-07,Club de basketball de Beauce,Saint-Georges,quebec-sweep,https://www.facebook.com/groups/165606103514972/,distinct,auto-rule,both are census municipalities (Saint-Boniface / Saint-Georges); kept separate - override if they are one club
0.851,name-prefix-variant,Ontario,St Michael's College,Toronto,league-harvest,St. Michael's College School,Toronto,ontario-circuit-list,,,,
0.85,same-name-different-city,British Columbia,Shooting Stars Basketball,Richmond,census-2026-07,Shooting Stars,Surrey,census-2026-07,https://basketball.bc.ca/clubs/member-clubs-2025-26/,distinct,auto-rule,both are census municipalities (Richmond / Surrey); kept separate - override if they are one club
0.85,same-name-different-city,Ontario,St. Francis Xavier,Mississauga,census-2026-07,St. Francis,St. Catharines,census-2026-07,ontario census + enrichment 2026-07-18,distinct,auto-rule,both are census municipalities (Mississauga / St. Catharines); kept separate - override if they are one club
0.85,same-name-different-city,Ontario,Grassroots Elite Canada,Ontario-wide,census-2026-07,Grassroots Canada,Toronto,census-2026-07,ontario census + enrichment 2026-07-18,,,
0.85,same-name-different-city,Quebec,Académie Basketball Outaouais (ABO),Gatineau,census-2026-07,Académie Basketball — Cégep de Sherbrooke (Centre de l'activité physique),Sherbrooke,census-2026-07,https://cegepsherbrooke.qc.ca/centre-de-lactivite-physique/activites/jeunesse/academie-basketball/,distinct,auto-rule,both are census municipalities (Gatineau / Sherbrooke); kept separate - override if they are one club
0.85,name-prefix-variant,Ontario,Grassroots Elite Canada,Ontario-wide,census-2026-07,Grassroots Elite,,oba-kml,https://www.google.com/maps/d/kml?mid=1jf36n-Sx3O1KSIlSjRcGu-JABLNcyUgo&forcekml=1,,,
0.85,name-prefix-variant,Ontario,Hamilton Elite Prep,Hamilton,census-2026-07,Hamilton Elite,Hamilton,league-harvest,https://basketball.exposureevents.com/264611/phoenix-basketball-spring-league-2026/teams,,,
0.85,name-prefix-variant,Ontario,North Toronto Basketball Association (NTBA),Toronto,"census-2026-07,community-sweep,league-harvest,oba-kml",North Toronto Basketball + Scarborough Blues (joint 'GTA' JUEL/JUEL franchise),Toronto/Scarborough (GTA),league-harvest,https://ntbasketball.com/news-events/gta-juel-and-juel-prep-franchise/,,,
0.85,name-prefix-variant,Ontario,SC Academy,,"census-2026-07,league-harvest",SC Academy Prep,Vaughan/Toronto,ontario-circuit-list,,,,
0.85,name-prefix-variant,Ontario,Top Notch,,league-harvest,Top Notch Prep / TNP (Top Notch Stars),Vaughan,ontario-circuit-list,,,,
0.85,name-prefix-variant,Ontario,Alpha Elite,,census-2026-07,Alpha Elite Sports Group,Mississauga,ontario-circuit-list,,,,
0.85,name-prefix-variant,Ontario,Blessed Sacrament Yellow Jackets,,oba-kml,Blessed Sacrament,Toronto,ontario-circuit-list,,,,
0.85,name-prefix-variant,Ontario,K9 Elite,,census-2026-07,K9 Elite Hoopers,,ontario-circuit-list,,,,
0.85,name-prefix-variant,Ontario,Hamilton Elite,Hamilton,"league-harvest,ontario-circuit-list",Hamilton Elite Team,Hamilton ON,contact-enrichment,,,,
0.85,name-prefix-variant,Ontario,Tru Balance,GTA (likely),"league-harvest,ontario-circuit-list",Tru Balance Hoops,GTA/Toronto ON,contact-enrichment,,,,
0.85,same-name-different-city,Ontario,West United,city unconfirmed,"census-2026-07,ontario-circuit-list,ontario-csv",West United Prep Academy,Halton (Oakville/Burlington) ON,contact-enrichment,,,,
0.85,name-prefix-variant,Ontario,Royal Crown Academic School,Scarborough,ontario-circuit-list,Royal Crown,,browser-sweep,https://torontobigleague.ca/standings,,,
0.85,name-prefix-variant,Ontario,HQ Prep / HQ Elite Canada,Hamilton,"contact-enrichment,ontario-circuit-list",HQ Prep,,browser-sweep,https://torontobigleague.ca/standings,,,
0.849,near-duplicate-name,Ontario,Toronto Chinese Basketball Association (TCBL/TCBA),Toronto/Markham,community-sweep,Toronto Lord Basketball Association,Toronto,browser-sweep,https://jr-nba.webflow.io/programs/toronto-lord-basketball-association-fall,,,
0.848,near-duplicate-name,Manitoba,Atlas Basketball,Winnipeg,census-2026-07,Attack Basketball,Winnipeg,census-2026-07,https://www.basketballmanitoba.ca/search/label/ClubDirectory,,,
0.848,near-duplicate-name,Ontario,Rise Basketball (Rise Fitness and Sports Training),Vernon,census-2026-07,Raiders Basketball,,census-2026-07,ontario census + enrichment 2026-07-18,,,
0.848,near-duplicate-name,Quebec,Association de Basketball Born Again (BABE),Montréal,census-2026-07,Association de Basketball Pagé (PAGÉ Basketball),Montréal (Villeray–Saint-Michel),census-2026-07,https://pagebasketball.com/histoire/,,,
0.848,near-duplicate-name,Quebec,Club de Basketball de Montréal-Nord (CBMN),Montréal (Montréal-Nord),census-2026-07,Club de Basketball Montréal-Est,Montréal-Est,census-2026-07,https://crer.me/club-sportif/basketball-montreal-est/,,,
0.848,near-duplicate-name,Ontario,Oakville Panthers,Oakville,"census-2026-07,league-harvest,ontario-circuit-list,ontario-csv",Oakville Anchors,Oakville,browser-sweep,https://www.tourneymachine.com/Public/Results/Division.aspx?IDTournament=h2026050420140144611ffbead9d704f&IDDivision=h202605042014014475d82cfbbd1f848,,,
0.844,same-name-different-city,Quebec,Académie Basketball — Cégep de Sherbrooke (Centre de l'activité physique),Sherbrooke,census-2026-07,Académie de Basketball LTL,Vaudreuil-Soulanges,census-2026-07,https://www.basketball.qc.ca/fr/page/clubs_et_organisations/ou_jouer.html,,,
0.842,near-duplicate-name,Manitoba,Junior Bison Boys Basketball Club,Winnipeg,census-2026-07,Junior Bisons Basketball (University of Manitoba),Winnipeg,census-2026-07,https://umanitoba.ca/junior-bisons/junior-bisons-basketball,,,
0.842,same-name-different-city,Quebec,Association de Basketball de Châteauguay (CBA Ravens),Châteauguay,census-2026-07,Association de Basketball de Lachine,Montréal (Lachine),census-2026-07,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/montreal.html,distinct,auto-rule,both are census municipalities (Châteauguay / Montréal (Lachine)); kept separate - override if they are one club
0.842,same-name-different-city,Quebec,Association de Basketball de Lachine,Montréal (Lachine),census-2026-07,Association de Basketball de Saint-Bruno (ABSB),Saint-Bruno-de-Montarville,census-2026-07,https://absb.ca/association/,distinct,auto-rule,both are census municipalities (Montréal (Lachine) / Saint-Bruno-de-Montarville); kept separate - override if they are one club
0.84,same-name-different-city,Alberta,Calgary Basketball Academy (CBA),Calgary,census-2026-07,Climb Basketball Academy,Edmonton,census-2026-07,https://www.climbbasketball.ca/home,distinct,auto-rule,both are census municipalities (Calgary / Edmonton); kept separate - override if they are one club
0.84,same-name-different-city,British Columbia,BC Energy Basketball Club,Abbotsford,census-2026-07,BC United Basketball Club,North Vancouver,census-2026-07,https://basketball604.com/basketball-clubs/,distinct,auto-rule,both are census municipalities (Abbotsford / North Vancouver); kept separate - override if they are one club
0.839,same-name-different-city,Alberta,HPAD Basketball (Heritage Pack Athletic Development),Edmonton,census-2026-07,Hanna Basketball (Hanna Wildcats),Hanna,census-2026-07,https://abbasketball.ca/content/2022-2023-clubs-amp-community-groups-in-good-standing,,,
0.839,same-name-different-city,Manitoba,Junior Royals Basketball Club (Selkirk),Selkirk,census-2026-07,Junior Bison Boys Basketball Club,Winnipeg,census-2026-07,https://www.sportsengine.com/org/junior-bison-boys-basketball-club,distinct,auto-rule,both are census municipalities (Selkirk / Winnipeg); kept separate - override if they are one club
0.836,same-name-different-city,Saskatchewan,Biggar Jr. NBA community program (SKY Basketball),Biggar,census-2026-07,Battlefords Jr. NBA community program (SKY Basketball),North Battleford,census-2026-07,https://leagues.teamlinkt.com/skybasketball/Communities,,,
0.836,same-name-different-city,Saskatchewan,Tisdale Jr. NBA community program (SKY Basketball),Tisdale,census-2026-07,Turtleford Jr. NBA community program (SKY Basketball),Turtleford,census-2026-07,https://leagues.teamlinkt.com/skybasketball/Communities,,,
0.833,same-name-different-city,Manitoba,Junior Royals Basketball Club (Selkirk),Selkirk,census-2026-07,Junior Alliance Basketball Club,Winnipeg,census-2026-07,https://www.basketballmanitoba.ca/search/label/Club%20Tryouts?updated-max=2025-07-02T00:00:00-05:00&max-results=50,distinct,auto-rule,both are census municipalities (Selkirk / Winnipeg); kept separate - override if they are one club
0.833,same-name-different-city,Quebec,Club de Basketball Montréal-Est,Montréal-Est,census-2026-07,Club de Basketball de l'Ouest — CBO Cavaliers (Cavaliers Île-Perrot),Notre-Dame-de-l'Île-Perrot (Vaudreuil-Soulanges),census-2026-07,https://www.cavaliersbasketballouest.ca/programs,,,
0.833,same-name-different-city,Quebec,RSEQCE,Centre-du-Québec,census-2026-07,RSEQEQ,Rimouski,census-2026-07,Basketball Québec regional registry PDFs (mined 2026-07-18),,,
0.833,same-name-different-city,Quebec,RSEQCE,Centre-du-Québec,census-2026-07,RSEQCN,Sept-Îles,census-2026-07,Basketball Québec regional registry PDFs (mined 2026-07-18),,,
0.83,same-name-different-city,New Brunswick,Southern Victoria Basketball Club (Southern Victoria Minor Basketball Association),Perth-Andover,census-2026-07,South West Regional Minor Basketball Association,St. George,census-2026-07,https://www.basketball.nb.ca/content/find-a-club-association,,,
0.828,same-name-different-city,Ontario,Oakville Prep,Oakville,census-2026-07,Orangeville Prep,Orangeville,census-2026-07,ontario census + enrichment 2026-07-18,distinct,auto-rule,both are census municipalities (Oakville / Orangeville); kept separate - override if they are one club
